w,s,p,T,avg_age,max_age
25,3,0.2,300,3.439941528239208,20.598
25,4,0.2,300,2.914612292358792,17.8143
25,5,0.2,300,2.5222136212624493,14.2196
25,6,0.2,300,2.4553770764119696,12.2595
25,7,0.2,300,2.4070813953488477,10.6382
25,8,0.2,300,2.4314461794020152,10.9051
25,9,0.2,300,2.422285714285718,10.1436
25,10,0.2,300,2.4280013289036617,10.7433
25,11,0.2,300,2.407660465116287,10.8715
25,12,0.2,300,2.4982966777408664,11.8758
25,13,0.2,300,2.3993368770764336,10.6604
25,14,0.2,300,2.4498102990033246,11.2039
25,15,0.2,300,2.4678943521594543,11.382
25,16,0.2,300,2.4662265780730914,11.7542
25,17,0.2,300,2.447508637873762,11.4521
25,18,0.2,300,2.478277408637891,11.6138
25,19,0.2,300,2.504191029900355,12.033
25,20,0.2,300,2.5452976744186033,12.6134
25,21,0.2,300,2.491253488372115,12.0458
25,22,0.2,300,2.5749308970099727,13.2863
25,23,0.2,300,2.664492026578076,14.1103
25,24,0.2,300,2.6549461794019966,13.5452
25,25,0.2,300,2.6645631229235933,13.4004
26,1,0.2,300,6.960528239202661,45.2796
26,2,0.2,300,4.413421594684397,27.4298
26,3,0.2,300,3.4653810631229227,20.9111
26,4,0.2,300,2.887662458471774,17.5669
26,5,0.2,300,2.496341528239213,13.7546
26,6,0.2,300,2.438783056478412,12.1154
26,7,0.2,300,2.389097009966789,10.2113
26,8,0.2,300,2.4138990033222676,10.8096
26,9,0.2,300,2.387068770764131,9.8364
26,10,0.2,300,2.4044481727574816,10.2659
26,11,0.2,300,2.4256661129568062,11.0902
26,12,0.2,300,2.467095016611301,11.462
26,13,0.2,300,2.4163810631229246,11.0811
26,14,0.2,300,2.4155877076412096,10.8368
26,15,0.2,300,2.4236362126245994,10.8376
26,16,0.2,300,2.429588372093042,11.2604
26,17,0.2,300,2.4491953488372253,11.6002
26,18,0.2,300,2.440673421926913,11.1209
26,19,0.2,300,2.493182724252508,11.827
26,20,0.2,300,2.511882392026575,12.3091
26,21,0.2,300,2.4591554817275796,11.5068
26,22,0.2,300,2.5126398671096437,12.3185
26,23,0.2,300,2.607576079734232,13.6692
26,24,0.2,300,2.591726578073093,13.2088
26,25,0.2,300,2.693403654485064,14.0614
26,26,0.2,300,2.7060106312292262,13.7615
27,1,0.2,300,7.270263455149501,47.3564
27,2,0.2,300,4.396332890365455,27.4285
27,3,0.2,300,3.50163488372094,21.3449
27,4,0.2,300,2.885460132890347,17.6585
27,5,0.2,300,2.497567774086386,13.8552
27,6,0.2,300,2.441306644518283,12.1972
27,7,0.2,300,2.359970764119607,9.4005
27,8,0.2,300,2.391531229235894,10.5038
27,9,0.2,300,2.3910780730897154,10.1261
27,10,0.2,300,2.381615282392018,10.0437
27,11,0.2,300,2.419500996677741,10.6417
27,12,0.2,300,2.4216235880398806,11.1527
27,13,0.2,300,2.413129235880401,10.9716
27,14,0.2,300,2.375313621262472,10.505
27,15,0.2,300,2.3840049833887154,10.3148
27,16,0.2,300,2.413358139534886,11.0615
27,17,0.2,300,2.4056242524917026,11.129
27,18,0.2,300,2.430914950166115,11.2664
27,19,0.2,300,2.4382392026578064,11.1996
27,20,0.2,300,2.5000322259136354,12.199
27,21,0.2,300,2.413399003322264,11.0807
27,22,0.2,300,2.4788508305647867,11.8229
27,23,0.2,300,2.5373272425249236,12.859
27,24,0.2,300,2.518893687707636,12.5559
27,25,0.2,300,2.6182980066445145,13.6798
27,26,0.2,300,2.62137076411963,13.265
27,27,0.2,300,2.628052823920272,12.9324
28,1,0.2,300,7.443262458471782,48.4282
28,2,0.2,300,4.453928239202668,27.8508
28,3,0.2,300,3.503777408637872,21.3142
28,4,0.2,300,2.8908096345514935,17.6984
28,5,0.2,300,2.5005016611295674,13.9966
28,6,0.2,300,2.411381395348849,11.5897
28,7,0.2,300,2.3853006644518326,10.0869
28,8,0.2,300,2.3659488372093103,9.8194
28,9,0.2,300,2.388386046511631,10.1055
28,10,0.2,300,2.3659774086378893,9.9436
28,11,0.2,300,2.4026661129568105,10.5054
28,12,0.2,300,2.394169435215949,10.7508
28,13,0.2,300,2.4426089700996845,11.339
28,14,0.2,300,2.412447840531574,10.9932
28,15,0.2,300,2.357289036544852,10.1138
28,16,0.2,300,2.387570764119601,10.587
28,17,0.2,300,2.385967109634551,10.9381
28,18,0.2,300,2.402103654485052,11.013
28,19,0.2,300,2.42794219269103,11.2061
28,20,0.2,300,2.4614036544850615,11.7655
28,21,0.2,300,2.525164119601332,12.5626
28,22,0.2,300,2.450104318936887,11.4494
28,23,0.2,300,2.5259093023255885,12.5445
28,24,0.2,300,2.4612192691029895,11.6888
28,25,0.2,300,2.563188372093019,13.2363
28,26,0.2,300,2.5534269102990135,12.8374
28,27,0.2,300,2.5467890365448556,12.3821
28,28,0.2,300,2.6884897009966675,13.6812
29,1,0.2,300,7.795626578073134,50.6689
29,2,0.2,300,4.565631229235885,28.9138
29,3,0.2,300,3.4839129568106264,21.2439
29,4,0.2,300,2.9046265780731013,17.9159
29,5,0.2,300,2.4900445182724305,13.8827
29,6,0.2,300,2.3670561461794115,10.879
29,7,0.2,300,2.379181727574772,9.9807
29,8,0.2,300,2.372558471760806,9.8537
29,9,0.2,300,2.384355481727585,9.8097
29,10,0.2,300,2.327038538205981,9.625
29,11,0.2,300,2.4020275747508384,10.2979
29,12,0.2,300,2.361348172757491,10.3485
29,13,0.2,300,2.406554817275753,11.0352
29,14,0.2,300,2.4110358803986744,10.5495
29,15,0.2,300,2.3363897009966728,10.1545
29,16,0.2,300,2.422385714285736,11.2845
29,17,0.2,300,2.461647508305652,11.7157
29,18,0.2,300,2.3705388704319006,10.6894
29,19,0.2,300,2.4278568106312473,11.1322
29,20,0.2,300,2.41761495016613,11.3751
29,21,0.2,300,2.4872946843853874,12.2605
29,22,0.2,300,2.42949767441861,11.3174
29,23,0.2,300,2.4963514950166306,12.1554
29,24,0.2,300,2.438481727574749,11.2376
29,25,0.2,300,2.5166375415282496,12.6511
29,26,0.2,300,2.4835817275747543,12.193
29,27,0.2,300,2.4767631229236073,11.8245
29,28,0.2,300,2.606295681063135,13.2903
29,29,0.2,300,2.6200667774086397,12.9098
30,1,0.2,300,7.9585584717608056,51.6694
30,2,0.2,300,4.592819269102968,29.1904
30,3,0.2,300,3.485352823920269,21.3228
30,4,0.2,300,2.882417275747506,17.7986
30,5,0.2,300,2.477444850498348,13.7272
30,6,0.2,300,2.365947840531576,10.9245
30,7,0.2,300,2.3802345514950325,10.0052
30,8,0.2,300,2.3665132890365634,9.6029
30,9,0.2,300,2.363345847176086,9.7496
30,10,0.2,300,2.3417684385382165,9.9435
30,11,0.2,300,2.3707584717608152,10.0822
30,12,0.2,300,2.3759488372093127,10.3358
30,13,0.2,300,2.388996345514957,10.7782
30,14,0.2,300,2.3848644518272493,10.4043
30,15,0.2,300,2.3629750830564857,10.5533
30,16,0.2,300,2.391679069767453,11.1011
30,17,0.2,300,2.4380747508305833,11.4838
30,18,0.2,300,2.373081727574762,10.6681
30,19,0.2,300,2.389775747508314,10.7696
30,20,0.2,300,2.4306930232558184,11.4754
30,21,0.2,300,2.4554578073089806,11.9056
30,22,0.2,300,2.417452491694348,11.1764
30,23,0.2,300,2.478377408637876,12.0674
30,24,0.2,300,2.4254598006644645,11.0999
30,25,0.2,300,2.4953681063122994,12.2632
30,26,0.2,300,2.4380162790697826,11.5337
30,27,0.2,300,2.409068106312293,11.0849
30,28,0.2,300,2.539592358803996,12.8136
30,29,0.2,300,2.540542192691041,12.38
30,30,0.2,300,2.5558727574750932,12.3423
1,1,0.25,300,2.9606408637873702,16.5178
2,1,0.25,300,2.954733887043195,16.4711
2,2,0.25,300,2.9557196013289158,16.5442
3,1,0.25,300,2.978252491694347,16.6369
3,2,0.25,300,2.825989368770753,16.2245
3,3,0.25,300,2.8719614617940263,16.3944
4,1,0.25,300,2.973379734219275,16.5848
4,2,0.25,300,2.7260189368770753,15.9216
4,3,0.25,300,2.7865328903654363,16.2595
4,4,0.25,300,2.828077408637874,16.3062
5,1,0.25,300,3.0084511627906956,16.92
5,2,0.25,300,2.7988179401993336,16.2714
5,3,0.25,300,2.4482235880398653,15.2675
5,4,0.25,300,2.686354817275756,15.9233
5,5,0.25,300,2.718197674418589,16.0824
6,1,0.25,300,3.0140544850498228,16.9952
6,2,0.25,300,2.7308265780730925,16.0638
6,3,0.25,300,2.4835471760797385,14.9322
6,4,0.25,300,2.458587707641208,15.1092
6,5,0.25,300,2.65884584717609,15.9474
6,6,0.25,300,2.6696365448505013,15.8986
7,1,0.25,300,3.070591362126239,17.4946
7,2,0.25,300,2.71654916943522,16.0228
7,3,0.25,300,2.4757318936877137,15.4711
7,4,0.25,300,2.2518265780730906,14.1746
7,5,0.25,300,2.3929760797342237,14.9501
7,6,0.25,300,2.5603514950166177,15.6069
7,7,0.25,300,2.5852514950166254,15.575
8,1,0.25,300,3.074590033222585,17.6022
8,2,0.25,300,2.753137541528218,16.3742
8,3,0.25,300,2.41050132890366,15.1731
8,4,0.25,300,2.272228903654485,13.9147
8,5,0.25,300,2.1472388704319005,12.9858
8,6,0.25,300,2.3790833887043155,14.987
8,7,0.25,300,2.491883056478408,15.4535
8,8,0.25,300,2.517002990033232,15.4503
9,1,0.25,300,3.1357116279069635,18.3022
9,2,0.25,300,2.72571993355482,16.2103
9,3,0.25,300,2.3266657807308917,14.66
9,4,0.25,300,2.3539162790697823,14.8124
9,5,0.25,300,2.074441860465114,12.3731
9,6,0.25,300,2.1863727574750764,13.2124
9,7,0.25,300,2.3220000000000067,14.6756
9,8,0.25,300,2.423486710963469,15.1992
9,9,0.25,300,2.461626578073101,15.2106
10,1,0.25,300,3.164501328903635,18.6159
10,2,0.25,300,2.7162966777408504,16.201
10,3,0.25,300,2.3479767441860453,14.6789
10,4,0.25,300,2.2054475083056513,14.088
10,5,0.25,300,2.152995681063117,12.9983
10,6,0.25,300,2.0598382059800597,11.6289
10,7,0.25,300,2.175027574750817,13.3897
10,8,0.25,300,2.2779056478405364,14.5107
10,9,0.25,300,2.3705392026578043,15.0561
10,10,0.25,300,2.400805315614619,15.0136
11,1,0.25,300,3.2417009966777437,19.4834
11,2,0.25,300,2.750559468438529,16.5283
11,3,0.25,300,2.3456458471760677,15.0982
11,4,0.25,300,2.097932225913617,13.4293
11,5,0.25,300,2.0721159468438395,12.7045
11,6,0.25,300,1.9798096345514906,11.152
11,7,0.25,300,2.0150342192690975,10.7015
11,8,0.25,300,2.0890996677740707,13.06
11,9,0.25,300,2.204876744186039,14.2445
11,10,0.25,300,2.305610299003323,14.732
11,11,0.25,300,2.334578737541525,14.5822
12,1,0.25,300,3.2610946843853807,19.7263
12,2,0.25,300,2.7294109634551544,16.4557
12,3,0.25,300,2.309366112956809,14.7402
12,4,0.25,300,2.0861179401993324,12.9591
12,5,0.25,300,2.0408923588039736,12.3441
12,6,0.25,300,2.051868106312283,12.0564
12,7,0.25,300,1.9910116279069665,10.5069
12,8,0.25,300,2.040564119601325,11.3407
12,9,0.25,300,2.083667109634542,12.826
12,10,0.25,300,2.2034993355481745,14.0887
12,11,0.25,300,2.2546312292358763,14.2579
12,12,0.25,300,2.2850950166112947,14.0934
13,1,0.25,300,3.344170431893676,20.6838
13,2,0.25,300,2.720522923588031,16.3702
13,3,0.25,300,2.2851578073089738,14.5422
13,4,0.25,300,2.0849338870431837,12.967
13,5,0.25,300,1.9792239202657678,11.6279
13,6,0.25,300,2.0595186046511524,12.3332
13,7,0.25,300,1.9207265780730831,9.7759
13,8,0.25,300,2.000483720930226,10.2349
13,9,0.25,300,2.033462790697669,11.4751
13,10,0.25,300,2.0777700996677626,12.4925
13,11,0.25,300,2.139465116279054,13.5195
13,12,0.25,300,2.224651827242532,13.875
13,13,0.25,300,2.2413641196013194,13.4836
14,1,0.25,300,3.380113289036543,21.0742
14,2,0.25,300,2.7617139534883646,16.8951
14,3,0.25,300,2.3009747508305556,14.705
14,4,0.25,300,2.0809083056478346,13.4189
14,5,0.25,300,1.8788790697674314,10.0163
14,6,0.25,300,1.9728096345514736,11.3256
14,7,0.25,300,1.98023289036544,11.1297
14,8,0.25,300,1.9236435215946739,9.5891
14,9,0.25,300,1.9970993355481674,10.2216
14,10,0.25,300,1.973004983388685,11.1186
14,11,0.25,300,2.0008813953488245,11.8709
14,12,0.25,300,2.108737873754147,13.2869
14,13,0.25,300,2.1329156146179407,13.1577
14,14,0.25,300,2.212769767441862,13.189
15,1,0.25,300,3.4830757475082943,22.2751
15,2,0.25,300,2.7614009966777253,16.9698
15,3,0.25,300,2.291823920265774,14.842
15,4,0.25,300,2.00924651162791,12.7508
15,5,0.25,300,1.8902033222591195,10.5087
15,6,0.25,300,1.9147717607973302,10.3633
15,7,0.25,300,1.9548418604651094,10.3011
15,8,0.25,300,1.890402990033205,9.4967
15,9,0.25,300,1.9325202657807117,9.6841
15,10,0.25,300,1.9655112956810528,10.2847
15,11,0.25,300,1.9780724252491633,10.7662
15,12,0.25,300,2.01694418604649,12.0
15,13,0.25,300,2.0793418604651124,12.781
15,14,0.25,300,2.1221604651162727,12.7055
15,15,0.25,300,2.1572338870431857,12.5573
16,1,0.25,300,3.5088299003322265,22.5015
16,2,0.25,300,2.754221926910298,16.9743
16,3,0.25,300,2.2759893687707566,14.6273
16,4,0.25,300,1.991376744186044,12.431
16,5,0.25,300,1.9224657807308836,10.8573
16,6,0.25,300,1.889042524916933,9.5467
16,7,0.25,300,1.919758471760778,9.9038
16,8,0.25,300,1.9286777408637856,10.1989
16,9,0.25,300,1.893415614617922,9.3563
16,10,0.25,300,1.938799999999981,9.7588
16,11,0.25,300,1.960309302325571,10.4568
16,12,0.25,300,1.9698056478405273,10.6353
16,13,0.25,300,1.9945049833886912,11.5545
16,14,0.25,300,2.0326461794019837,12.1474
16,15,0.25,300,2.1101890365448517,12.5395
16,16,0.25,300,2.1668106312292386,12.4954
17,1,0.25,300,3.628518936877072,23.9305
17,2,0.25,300,2.8015152823920295,17.4345
17,3,0.25,300,2.26877275747508,14.6516
17,4,0.25,300,1.9698960132890384,12.2032
17,5,0.25,300,1.8832860465116152,10.3179
17,6,0.25,300,1.8427106312292194,8.874
17,7,0.25,300,1.8731724252491644,9.3682
17,8,0.25,300,1.9060189368770661,9.7662
17,9,0.25,300,1.8670122923587806,8.9916
17,10,0.25,300,1.882876079734208,9.1583
17,11,0.25,300,1.9353504983388572,9.8481
17,12,0.25,300,1.912465780730877,10.0052
17,13,0.25,300,1.946556146179392,10.4785
17,14,0.25,300,1.943771096345504,10.8005
17,15,0.25,300,2.029414950166096,12.0839
17,16,0.25,300,2.0734933554817174,12.0722
17,17,0.25,300,2.120103986710965,11.9269
18,1,0.25,300,3.66886744186047,24.3923
18,2,0.25,300,2.7570810631229237,17.1985
18,3,0.25,300,2.2713873754152853,14.62
18,4,0.25,300,1.9707654485049737,12.2869
18,5,0.25,300,1.8673016611295497,9.9079
18,6,0.25,300,1.8521325581395123,9.1891
18,7,0.25,300,1.8511780730896894,8.6634
18,8,0.25,300,1.8651166112956679,9.1385
18,9,0.25,300,1.8794235880398442,9.4677
18,10,0.25,300,1.8502318936876894,8.8673
18,11,0.25,300,1.8951548172757375,9.5855
18,12,0.25,300,1.9072375415282328,9.8555
18,13,0.25,300,1.9185803986710823,9.9577
18,14,0.25,300,1.9097857142857013,9.8995
18,15,0.25,300,1.9513651162790537,10.955
18,16,0.25,300,1.992444850498328,11.555
18,17,0.25,300,2.045144186046507,11.7212
18,18,0.25,300,2.09766046511627,11.6811
19,1,0.25,300,3.7967242524916975,25.791
19,2,0.25,300,2.782206312292346,17.455
19,3,0.25,300,2.2876671096345476,14.892
19,4,0.25,300,1.9568983388704302,12.4121
19,5,0.25,300,1.8156338870431743,9.021
19,6,0.25,300,1.8567774086378452,9.2857
19,7,0.25,300,1.831049833887014,7.8515
19,8,0.25,300,1.8219750830564565,8.8131
19,9,0.25,300,1.868429235880374,9.058
19,10,0.25,300,1.7972106312292138,8.4114
19,11,0.25,300,1.870060132890345,8.9696
19,12,0.25,300,1.86538936877075,9.6034
19,13,0.25,300,1.8810720930232419,9.6374
19,14,0.25,300,1.8825009966777142,9.4101
19,15,0.25,300,1.9034584717607959,10.0329
19,16,0.25,300,1.9137667774086236,10.4801
19,17,0.25,300,1.9604498338870286,11.0742
19,18,0.25,300,2.004643521594678,11.2664
19,19,0.25,300,2.0688926910298933,11.4398
20,1,0.25,300,3.833671760797326,26.1436
20,2,0.25,300,2.826560132890371,17.9525
20,3,0.25,300,2.273342192691028,14.8074
20,4,0.25,300,1.9323122923587892,12.0155
20,5,0.25,300,1.803857807308964,8.8363
20,6,0.25,300,1.8553601328903486,9.3551
20,7,0.25,300,1.8051558139534722,7.8391
20,8,0.25,300,1.8111730897009817,8.3256
20,9,0.25,300,1.8312063122923536,8.8832
20,10,0.25,300,1.8358205980066304,9.0845
20,11,0.25,300,1.8312395348837087,8.5729
20,12,0.25,300,1.8510794019933405,9.0967
20,13,0.25,300,1.8825378737541454,9.7422
20,14,0.25,300,1.8308774086378627,8.9244
20,15,0.25,300,1.8963225913621122,9.9154
20,16,0.25,300,1.88798172757474,9.7415
20,17,0.25,300,1.8992986710963264,10.139
20,18,0.25,300,1.9451518272425106,10.8101
20,19,0.25,300,2.002463455149506,11.1939
20,20,0.25,300,2.0013940199335454,10.7747
21,1,0.25,300,3.968033554817292,27.5528
21,2,0.25,300,2.8214086378737533,18.0301
21,3,0.25,300,2.2580421926910343,14.697
21,4,0.25,300,1.931931893687702,11.817
21,5,0.25,300,1.8284631229235688,9.1715
21,6,0.25,300,1.827090365448482,8.5118
21,7,0.25,300,1.8356295681062977,8.5062
21,8,0.25,300,1.8307777408637673,8.5206
21,9,0.25,300,1.810038870431875,8.5587
21,10,0.25,300,1.8693401993355339,9.3694
21,11,0.25,300,1.81659800664451,8.5296
21,12,0.25,300,1.8322631229235762,8.7039
21,13,0.25,300,1.8552717607973384,9.2998
21,14,0.25,300,1.8870235880398538,9.8934
21,15,0.25,300,1.8669651162790528,9.4406
21,16,0.25,300,1.879031893687697,9.5742
21,17,0.25,300,1.8780468438538083,9.5045
21,18,0.25,300,1.8910262458471614,9.9847
21,19,0.25,300,1.94167043189367,10.7641
21,20,0.25,300,1.996682059800651,11.1563
21,21,0.25,300,2.002612624584707,10.6222
22,1,0.25,300,4.034812956810622,28.1171
22,2,0.25,300,2.8296019933554852,18.1528
22,3,0.25,300,2.277812624584724,14.8401
22,4,0.25,300,1.9156727574750718,11.6982
22,5,0.25,300,1.8165172757474917,8.9863
22,6,0.25,300,1.7989362126245692,7.9042
22,7,0.25,300,1.8229920265780493,8.2712
22,8,0.25,300,1.8114066445182613,8.2421
22,9,0.25,300,1.8254149501660952,8.6741
22,10,0.25,300,1.835540199335536,8.8852
22,11,0.25,300,1.8205880398670917,8.7112
22,12,0.25,300,1.793766112956795,8.3205
22,13,0.25,300,1.8254458471760482,8.8078
22,14,0.25,300,1.870825581395329,9.6806
22,15,0.25,300,1.8470737541527957,9.3535
22,16,0.25,300,1.8509976744185883,9.2132
22,17,0.25,300,1.8482395348836937,9.2329
22,18,0.25,300,1.8693627906976624,9.4388
22,19,0.25,300,1.883325913621239,9.9396
22,20,0.25,300,1.9458362126245872,10.802
22,21,0.25,300,1.9271255813953327,10.1396
22,22,0.25,300,2.0098215946843663,10.838
23,1,0.25,300,4.162428571428568,29.5
23,2,0.25,300,2.8642508305647887,18.6638
23,3,0.25,300,2.290427574750835,15.1363
23,4,0.25,300,1.890150830564782,11.5805
23,5,0.25,300,1.7895916943521433,8.4127
23,6,0.25,300,1.7759186046511442,7.4645
23,7,0.25,300,1.8092641196013108,7.7288
23,8,0.25,300,1.7828777408637677,7.8708
23,9,0.25,300,1.8110272425249054,8.4609
23,10,0.25,300,1.7948697674418443,8.4154
23,11,0.25,300,1.817554485049819,8.3526
23,12,0.25,300,1.754860797342187,7.9847
23,13,0.25,300,1.8010073089700767,8.3865
23,14,0.25,300,1.8291202657807102,9.1568
23,15,0.25,300,1.8338747508305528,9.1106
23,16,0.25,300,1.80229667774084,8.675
23,17,0.25,300,1.8362671096345349,9.0181
23,18,0.25,300,1.8322621262458325,9.0592
23,19,0.25,300,1.846702657807304,9.3439
23,20,0.25,300,1.8796378737541473,9.9946
23,21,0.25,300,1.8528401993355343,9.3941
23,22,0.25,300,1.9257727574750683,10.2673
23,23,0.25,300,1.9386232558139354,9.9856
24,1,0.25,300,4.24544651162791,30.207
24,2,0.25,300,2.85313056478406,18.5667
24,3,0.25,300,2.2713903654485046,14.9404
24,4,0.25,300,1.8981285714285598,11.7551
24,5,0.25,300,1.7770046511627704,8.1353
24,6,0.25,300,1.781201328903633,7.6785
24,7,0.25,300,1.7910232558139287,7.5582
24,8,0.25,300,1.7884730897009697,7.8776
24,9,0.25,300,1.810473421926903,8.2665
24,10,0.25,300,1.7812066445182562,8.2225
24,11,0.25,300,1.784187707641178,8.2133
24,12,0.25,300,1.7835524916943353,8.49
24,13,0.25,300,1.773386378737527,8.0318
24,14,0.25,300,1.828078405315604,8.9889
24,15,0.25,300,1.797937209302313,8.7394
24,16,0.25,300,1.811010631229221,8.7718
24,17,0.25,300,1.8019328903654321,8.6563
24,18,0.25,300,1.8244544850498199,9.012
24,19,0.25,300,1.8451076411959908,9.2441
24,20,0.25,300,1.8624966777408576,9.6593
24,21,0.25,300,1.8150039867109444,8.7704
24,22,0.25,300,1.874406976744172,9.8982
24,23,0.25,300,1.8632106312292238,9.5185
24,24,0.25,300,1.9602574750830404,10.2978
25,1,0.25,300,4.381139534883714,31.5682
25,2,0.25,300,2.8669425249169493,18.7159
25,3,0.25,300,2.272417275747507,14.9047
25,4,0.25,300,1.8987554817275678,11.5582
25,5,0.25,300,1.774085714285695,8.2111
25,6,0.25,300,1.7997026578072932,8.0171
25,7,0.25,300,1.7843936877076128,7.4978
25,8,0.25,300,1.7823710963454926,7.9049
25,9,0.25,300,1.7903465116278872,8.0967
25,10,0.25,300,1.7867325581395217,8.1989
25,11,0.25,300,1.7635604651162693,8.0143
25,12,0.25,300,1.8264382059800497,9.0499
25,13,0.25,300,1.772095681063104,8.0629
25,14,0.25,300,1.8143076411959955,8.7495
25,15,0.25,300,1.800341860465107,8.6632
25,16,0.25,300,1.7868481727574634,8.4731
25,17,0.25,300,1.7871275747508146,8.4569
25,18,0.25,300,1.8065335548172596,8.7746
25,19,0.25,300,1.8359807308969962,9.1936
25,20,0.25,300,1.8618461794019765,9.5447
25,21,0.25,300,1.8016049833886865,8.4864
25,22,0.25,300,1.8449976744185925,9.3711
25,23,0.25,300,1.9031750830564678,10.3837
25,24,0.25,300,1.8989933554817136,9.8823
25,25,0.25,300,1.9070906976744129,9.7285
26,1,0.25,300,4.435529568106293,32.064
26,2,0.25,300,2.914706312292364,19.3371
26,3,0.25,300,2.262329235880404,14.8779
26,4,0.25,300,1.8749348837209159,11.3159
26,5,0.25,300,1.7694149501660843,7.9956
26,6,0.25,300,1.787987375415264,7.7594
